trans_id,balance,client_id,district_id,account_id
478026,22129,1974,10,1629
478028,28416,1974,10,1629
478029,29231,1974,10,1629
478031,18025,1974,10,1629
478035,26267,1974,10,1629
478036,26572,1974,10,1629
478038,19672,1974,10,1629
478040,18416,1974,10,1629
478047,21838,1974,10,1629
478049,20459,1974,10,1629
478051,21049,1974,10,1629
478055,23060,1974,10,1629
478056,25252,1974,10,1629
478075,23082,1974,10,1629
478078,23261,1974,10,1629
478083,23130,1974,10,1629
478086,16535,1974,10,1629
478088,15279,1974,10,1629
478091,14936,1974,10,1629
478096,20888,1974,10,1629
478107,28102,1974,10,1629
478261,12624,1976,72,1630
478262,18486,1976,72,1630
478263,24348,1976,72,1630
478264,28029,1976,72,1630
478266,18587,1976,72,1630
478271,27708,1976,72,1630
478273,24349,1976,72,1630
478276,26461,1976,72,1630
478278,20282,1976,72,1630
478279,22615,1976,72,1630
478285,21991,1976,72,1630
478286,21044,1976,72,1630
171818,30557,692,74,576
171819,21540,692,74,576
171821,22808,692,74,576
171822,23492,692,74,576
171824,28720,692,74,576
171825,28090,692,74,576
171826,19568,692,74,576
171833,22286,692,74,576
171836,24272,692,74,576
171837,22282,692,74,576
171838,19957,692,74,576
171841,25366,692,74,576
171842,27982,692,74,576
171847,34661,692,74,576
171850,31184,692,74,576
171851,33824,692,74,576
171854,34261,692,74,576
171856,36947,692,74,576
171859,40095,692,74,576
171860,42772,692,74,576
171861,37039,692,74,576
171868,40565,692,74,576
171870,44161,692,74,576
171871,44854,692,74,576
171874,33662,692,74,576
171876,38970,692,74,576
171878,40019,692,74,576
171882,37928,692,74,576
171893,19146,692,74,576
171895,22439,692,74,576
171899,18498,692,74,576
1719,52943,9,60,7
171903,16464,692,74,576
171906,21234,692,74,576
171919,30999,692,74,576
171921,32648,692,74,576
171922,27522,692,74,576
171923,30162,692,74,576
171924,32813,692,74,576
171927,31824,692,74,576
171936,35334,692,74,576
171939,34230,692,74,576
171946,30000,692,74,576
171950,36357,692,74,576
171953,31612,692,74,576
171954,34266,692,74,576
1721838,53032,7065,5,5837
1721843,62673,7065,5,5837
1721844,69668,7065,5,5837
172268,41037,694,29,577
172269,37520,694,29,577
172270,38195,694,29,577
172272,37627,694,29,577
66003,5671,265,72,220
66004,10942,265,72,220
66010,27590,265,72,220
66011,28009,265,72,220
66014,22326,265,72,220
66016,24870,265,72,220
6602,42491,32,52,26
66021,26047,265,72,220
66022,23318,265,72,220
66024,18485,265,72,220
66027,21205,265,72,220
66028,19556,265,72,220
66029,19080,265,72,220
66030,21304,265,72,220
66032,16871,265,72,220
66035,18022,265,72,220
66036,18479,265,72,220
660361,37521,2729,1,2254
660363,50499,2729,1,2254
660369,14280,2729,1,2254
660370,66809,2729,1,2254
660374,18153,2729,1,2254
660378,28747,2729,1,2254
660380,24264,2729,1,2254
660382,71754,2729,1,2254
660388,20848,2729,1,2254
66039,19234,265,72,220
660397,36033,2729,1,2254
660400,78370,2729,1,2254
660407,43077,2729,1,2254
660408,44876,2729,1,2254
660409,26408,2729,1,2254
660411,16967,2729,1,2254
660420,95880,2729,1,2254
66045,20800,265,72,220
66052,24271,265,72,220
66053,24813,265,72,220
66055,24916,265,72,220
6606,23160,32,52,26
66063,28364,265,72,220
66066,27274,265,72,220
66068,31796,265,72,220
6607,24036,32,52,26
66079,23660,265,72,220
66082,24495,265,72,220
66083,21314,265,72,220
660838,14923,2731,38,2256
660843,25933,2731,38,2256
660844,25701,2731,38,2256
660845,23361,2731,38,2256
660846,25018,2731,38,2256
660847,17430,2731,38,2256
660849,16598,2731,38,2256
66085,16996,265,72,220
660850,16306,2731,38,2256
660851,17933,2731,38,2256
660854,22857,2731,38,2256
660858,20278,2731,38,2256
660861,17410,2731,38,2256
660863,18817,2731,38,2256
660866,21088,2731,38,2256
660867,21054,2731,38,2256
660868,18697,2731,38,2256
660869,20334,2731,38,2256
66087,21469,265,72,220
660871,16495,2731,38,2256
660872,16198,2731,38,2256
660873,17824,2731,38,2256
660874,19457,2731,38,2256
660876,21242,2731,38,2256
660877,22889,2731,38,2256
660882,24886,2731,38,2256
660886,19829,2731,38,2256
660889,21108,2731,38,2256
660893,20383,2731,38,2256
66091,24126,265,72,220
660915,21204,2731,38,2256
660918,20289,2731,38,2256
660919,13501,2731,38,2256
757497,4388,3119,50,2584
757499,12793,3119,50,2584
75750,29990,304,19,252
757502,22724,3119,50,2584
757505,17290,3119,50,2584
757509,20174,3119,50,2584
75751,34079,304,19,252
757511,23438,3119,50,2584
757513,28628,3119,50,2584
757516,17250,3119,50,2584
757524,22512,3119,50,2584
757530,15537,3119,50,2584
757531,18193,3119,50,2584
757532,17355,3119,50,2584
757534,20180,3119,50,2584
757536,16353,3119,50,2584
757537,16308,3119,50,2584
757539,14563,3119,50,2584
75754,37774,304,19,252
757540,16413,3119,50,2584
757541,19072,3119,50,2584
757548,18198,3119,50,2584
757551,19612,3119,50,2584
757557,19300,3119,50,2584
757560,23252,3119,50,2584
757574,18536,3119,50,2584
757575,21222,3119,50,2584
757578,12160,3119,50,2584
75758,48076,304,19,252
757581,15d986,3119,50,2584
757587,19406,3119,50,2584
757589,14524,3119,50,2584
757596,18324,3119,50,2584
757597,17106,3119,50,2584
757602,11349,3119,50,2584
757610,12274,3119,50,2584
757613,14884,3119,50,2584
757616,13734,3119,50,2584
757619,13748,3119,50,2584
757620,14010,3119,50,2584
757621,14436,3119,50,2584
757624,13048,3119,50,2584
757625,15709,3119,50,2584
757629,15112,3119,50,2584
75763,41101,304,19,252
757632,20024,3119,50,2584
757633,21752,3119,50,2584
757634,24449,3119,50,2584
757646,19530,3119,50,2584
757650,13154,3119,50,2584
757651,13408,3119,50,2584
757653,16980,3119,50,2584
757654,19657,3119,50,2584
757659,20400,3119,50,2584
75766,47330,304,19,252
757661,15518,3119,50,2584
757665,18723,3119,50,2584
757666,18362,3119,50,2584
75767,50326,304,19,252
757670,17178,3119,50,2584
757674,12343,3119,50,2584
342034,18406,1397,66,1161
342036,30302,1397,66,1161
342037,28945,1397,66,1161
342040,27210,1397,66,1161
342045,27152,1397,66,1161
34205,34326,132,36,110
342051,27703,1397,66,1161
342052,26486,1397,66,1161
342057,25692,1397,66,1161
342059,29310,1397,66,1161
342060,28057,1397,66,1161
342065,27392,1397,66,1161
342066,29444,1397,66,1161
342067,30509,1397,66,1161
342071,19372,1397,66,1161
342076,21477,1397,66,1161
342077,20701,1397,66,1161
34208,30478,132,36,110
342080,21072,1397,66,1161
342081,23107,1397,66,1161
342089,28292,1397,66,1161
34209,34096,132,36,110
342090,30355,1397,66,1161
342094,38688,1397,66,1161
342095,40786,1397,66,1161
342096,42892,1397,66,1161
342097,45017,1397,66,1161
342099,49283,1397,66,1161
34210,29474,132,36,110
342118,23019,1397,66,1161
342119,23550,1397,66,1161
342121,24807,1397,66,1161
342122,21707,1397,66,1161
342126,15648,1397,66,1161
342128,19707,1397,66,1161
342130,23311,1397,66,1161
342134,27832,1397,66,1161
342135,28407,1397,66,1161
342136,25464,1397,66,1161
342141,19168,1397,66,1161
342142,17802,1397,66,1161
342144,17444,1397,66,1161
342146,14981,1397,66,1161
342147,17007,1397,66,1161
34215,22138,132,36,110
342150,18786,1397,66,1161
342154,16145,1397,66,1161
342155,18175,1397,66,1161
342156,20214,1397,66,1161
342158,24317,1397,66,1161
3422947,16929,13968,61,11359
3422948,23285,13968,61,11359
3422949,19449,13968,61,11359
3422955,21151,13968,61,11359
3422956,20526,13968,61,11359
3422989,43214,13968,61,11359
3422993,26264,13968,61,11359
3423004,15128,13968,61,11359
3423005,21165,13968,61,11359
3423009,24206,13968,61,11359
3423010,22590,13968,61,11359
55850,8594,227,52,187
558500,59367,2308,27,1900
558502,62080,2308,27,1900
558503,50486,2308,27,1900
558507,75763,2308,27,1900
558513,78539,2308,27,1900
558517,60954,2308,27,1900
55855,23864,227,52,187
55857,26230,227,52,187
55859,17058,227,52,187
55865,17102,227,52,187
55871,14849,227,52,187
558713,48173,2309,15,1901
558716,44235,2309,15,1901
558718,44539,2309,15,1901
558721,27883,2309,15,1901
558723,30025,2309,15,1901
558725,33852,2309,15,1901
558731,33131,2309,15,1901
558733,29466,2309,15,1901
558734,28647,2309,15,1901
558738,35284,2309,15,1901
558739,32632,2309,15,1901
558741,32105,2309,15,1901
558744,45548,2309,15,1901
55877,18660,227,52,187
55878,16030,227,52,187
55880,16732,227,52,187
55883,15753,227,52,187
55893,17294,227,52,187
55894,15186,227,52,187
55895,16230,227,52,187
55897,19133,227,52,187
55898,20593,227,52,187
55902,22806,227,52,187
55906,22315,227,52,187
55909,19348,227,52,187
55910,18408,227,52,187
55911,19864,227,52,187
55929,22033,227,52,187
55932,13593,227,52,187
559346,28674,2312,11,1903
559354,32478,2312,11,1903
559355,34567,2312,11,1903
55936,11458,227,52,187
559364,39257,2312,11,1903
559365,41176,2312,11,1903
559366,43401,2312,11,1903
559367,47638,2312,11,1903
559368,52852,2312,11,1903
559383,29361,2312,11,1903
559386,33394,2312,11,1903
559388,29653,2312,11,1903
559392,38608,2312,11,1903
559393,37505,2312,11,1903
559394,39400,2312,11,1903
559395,41294,2312,11,1903
559396,40243,2312,11,1903
559398,44840,2312,11,1903
559399,45564,2312,11,1903
559403,50831,2312,11,1903
559406,62539,2312,11,1903
55942,13687,227,52,187
55944,11134,227,52,187
55947,11562,227,52,187
55951,13281,227,52,187
55953,13988,227,52,187
55955,11556,227,52,187
55957,11886,227,52,187
559587,23713,2313,70,1904
55959,14587,227,52,187
1157043,10114,4777,64,3960
1157044,14921,4777,64,3960
1157045,19728,4777,64,3960
1157048,24768,4777,64,3960
1157050,28129,4777,64,3960
1157052,23505,4777,64,3960
1157058,24103,4777,64,3960
1157060,26358,4777,64,3960
1157063,27342,4777,64,3960
1157067,22504,4777,64,3960
1157069,25125,4777,64,3960
1157072,30180,4777,64,3960
1157073,31879,4777,64,3960
1157078,27032,4777,64,3960
1157083,32316,4777,64,3960
1157086,33648,4777,64,3960
1157094,21893,4777,64,3960
1157095,23556,4777,64,3960
1157097,22802,4777,64,3960
1157099,25743,4777,64,3960
1157101,21989,4777,64,3960
1157102,22450,4777,64,3960
1157104,23934,4777,64,3960
1157109,26555,4777,64,3960
1157110,28240,4777,64,3960
1157111,28528,4777,64,3960
1157120,21564,4777,64,3960
1157126,17454,4777,64,3960
1157135,24138,4777,64,3960
1157136,16807,4777,64,3960
1157137,15987,4777,64,3960
1157139,19300,4777,64,3960
1157140,20968,4777,64,3960
1157141,21921,4777,64,3960
1157149,22149,4777,64,3960
1157150,23828,4777,64,3960
1157151,25513,4777,64,3960
1157152,25681,4777,64,3960
1157154,27411,4777,64,3960
1157159,30654,4777,64,3960
1157160,24119,4777,64,3960
1157161,21718,4777,64,3960
1157167,20352,4777,64,3960
1157172,17125,4777,64,3960
1157175,19066,4777,64,3960
1157176,20730,4777,64,3960
1157177,20077,4777,64,3960
1157180,25102,4777,64,3960
1157181,23351,4777,64,3960
11573,31977,47,76,39
1157679,43397,4781,9,3963
1157680,46880,4781,9,3963
1157681,43858,4781,9,3963
1157683,49122,4781,9,3963
1157700,42386,4781,9,3963
1157701,33832,4781,9,3963
1157702,39576,4781,9,3963
1157703,43232,4781,9,3963
1157707,49027,4781,9,3963
1157722,49091,4781,9,3963
1157723,41656,4781,9,3963
1157730,45257,4781,9,3963
11581,28334,47,76,39
1158328,5134,4784,42,3966
1158331,18191,4784,42,3966
1158332,22547,4784,42,3966
1158333,25136,4784,42,3966
1158338,16516,4784,42,3966
1158340,18837,4784,42,3966
1158357,21857,4784,42,3966
1158361,28480,4784,42,3966
1158362,26858,4784,42,3966
2775731,25243,11314,45,9188
2775732,27499,11314,45,9188
2775733,28682,11314,45,9188
2775734,31984,11314,45,9188
2775736,31313,11314,45,9188
2775744,31126,11314,45,9188
2775747,38817,11314,45,9188
2775750,26572,11314,45,9188
2775752,27923,11314,45,9188
2775753,33519,11314,45,9188
2775754,28943,11314,45,9188
2775755,27278,11314,45,9188
2775757,22489,11314,45,9188
2775759,26717,11314,45,9188
2775764,24363,11314,45,9188
2775769,28778,11314,45,9188
2775770,31050,11314,45,9188
2775772,34554,11314,45,9188
2775774,32463,11314,45,9188
2775784,32447,11314,45,9188
2775795,43357,11314,45,9188
2775803,22606,11314,45,9188
2775807,39141,11314,45,9188
2775808,25976,11314,45,9188
2775810,29560,11314,45,9188
2775812,30890,11314,45,9188
2775813,33871,11314,45,9188
2775815,27755,11314,45,9188
2775822,26101,11314,45,9188
2775823,28471,11314,45,9188
2775830,22248,11314,45,9188
2775833,24337,11314,45,9188
2775836,23892,11314,45,9188
2775846,31992,11314,45,9188
2775847,34290,11314,45,9188
2775849,40790,11314,45,9188
2775850,32041,11314,45,9188
2775853,31506,11314,45,9188
2775857,31183,11314,45,9188
2775861,39930,11314,45,9188
2775865,30021,11314,45,9188
2775867,42886,11314,45,9188
2775879,39612,11314,45,9188
2775882,37967,11314,45,9188
2775890,29765,11314,45,9188
2775893,27004,11314,45,9188
2775900,30891,11314,45,9188
2775904,22574,11314,45,9188
2775906,35006,11314,45,9188
2775907,22123,11314,45,9188
2775911,24264,11314,45,9188
2775921,41261,11314,45,9188
2775925,39913,11314,45,9188
2775927,50860,11314,45,9188
2775929,31654,11314,45,9188
2775931,44205,11314,45,9188
2775933,40401,11314,45,9188
2775938,32589,11314,45,9188
277671,32934,1146,54,950
277673,27284,1146,54,950
277676,30408,1146,54,950
277677,27553,1146,54,950
861304,11202,3542,10,2933
861305,11051,3542,10,2933
861307,37548,3542,10,2933
861313,24214,3542,10,2933
861314,19462,3542,10,2933
861318,22707,3542,10,2933
861319,69640,3542,10,2933
861325,39441,3542,10,2933
861329,27794,3542,10,2933
861331,23352,3542,10,2933
861332,19867,3542,10,2933
861333,21969,3542,10,2933
861335,59996,3542,10,2933
861343,78525,3542,10,2933
861344,61041,3542,10,2933
861345,101665,3542,10,2933
861347,73979,3542,10,2933
861351,29976,3542,10,2933
861352,17024,3542,10,2933
861353,85967,3542,10,2933
861356,65292,3542,10,2933
861361,93816,3542,10,2933
861362,78668,3542,10,2933
861364,50149,3542,10,2933
861367,36956,3542,10,2933
861984,15761,3545,68,2935
861993,16749,3545,68,2935
861994,16832,3545,68,2935
861998,16638,3545,68,2935
862003,16258,3545,68,2935
862007,17699,3545,68,2935
862008,18807,3545,68,2935
862206,27881,3546,3,2936
862209,19609,3546,3,2936
862211,5286,3546,3,2936
862214,21960,3546,3,2936
862216,20352,3546,3,2936
862220,17182,3546,3,2936
862221,27673,3546,3,2936
862222,20357,3546,3,2936
862228,24053,3546,3,2936
862260,27707,3546,3,2936
862261,25138,3546,3,2936
862264,28300,3546,3,2936
86231,45908,351,1,289
86236,38445,351,1,289
862422,10490,3547,1,2937
862424,20180,3547,1,2937
862426,20620,3547,1,2937
862428,16568,3547,1,2937
862430,16643,3547,1,2937
862432,14915,3547,1,2937
862434,13932,3547,1,2937
862438,13489,3547,1,2937
86244,56776,351,1,289
862451,13254,3547,1,2937
862453,10386,3547,1,2937
862455,9136,3547,1,2937
862459,10743,3547,1,2937
86246,46521,351,1,289
862461,9690,3547,1,2937
862462,8644,3547,1,2937
86247,47169,351,1,289
86249,48181,351,1,289
86254,43823,351,1,289
711474,9936,2939,8,2433
711476,19372,2939,8,2433
711477,23622,2939,8,2433
711478,21932,2939,8,2433
711480,27498,2939,8,2433
711481,27943,2939,8,2433
711483,26976,2939,8,2433
711503,39883,2939,8,2433
711508,36384,2939,8,2433
711509,36181,2939,8,2433
711510,37564,2939,8,2433
711511,39256,2939,8,2433
711512,42357,2939,8,2433
711516,33016,2939,8,2433
711518,37791,2939,8,2433
711522,33045,2939,8,2433
711525,29221,2939,8,2433
711529,35246,2939,8,2433
711541,50964,2939,8,2433
711542,54109,2939,8,2433
711550,20175,2939,8,2433
711551,23202,2939,8,2433
711562,21765,2939,8,2433
711564,22545,2939,8,2433
711572,34686,2939,8,2433
711573,31962,2939,8,2433
711576,38019,2939,8,2433
711577,39220,2939,8,2433
711584,27800,2939,8,2433
711590,36034,2939,8,2433
711593,30625,2939,8,2433
711595,34359,2939,8,2433
711599,29832,2939,8,2433
711600,30821,2939,8,2433
711602,36019,2939,8,2433
711605,30565,2939,8,2433
711612,46076,2939,8,2433
711614,52352,2939,8,2433
711930,25889,2940,1,2434
711934,19202,2940,1,2434
711935,22229,2940,1,2434
711942,22852,2940,1,2434
711944,20501,2940,1,2434
711947,20584,2940,1,2434
711948,19957,2940,1,2434
711949,19184,2940,1,2434
711950,15186,2940,1,2434
711952,15321,2940,1,2434
711953,15329,2940,1,2434
711954,16260,2940,1,2434
711957,13920,2940,1,2434
711965,19282,2940,1,2434
711966,13190,2940,1,2434
711969,11682,2940,1,2434
711972,10068,2940,1,2434
711975,16748,2940,1,2434
711977,19783,2940,1,2434
711979,21044,2940,1,2434
711982,15810,2940,1,2434
711984,18837,2940,1,2434
711987,17305,2940,1,2434
711988,18821,2940,1,2434
711992,19478,2940,1,2434
712452,51472,2941,38,2435
712454,34456,2941,38,2435
712455,84749,2941,38,2435
712466,10157,2941,38,2435
712467,8211,2941,38,2435
506531,24110,2099,1,1730
506536,28824,2099,1,1730
506542,21695,2099,1,1730
506549,32804,2099,1,1730
506550,31870,2099,1,1730
506551,35197,2099,1,1730
506552,38533,2099,1,1730
506556,35200,2099,1,1730
506559,40068,2099,1,1730
506560,34872,2099,1,1730
506563,44592,2099,1,1730
506567,50965,2099,1,1730
506570,53775,2099,1,1730
506573,49592,2099,1,1730
506577,39365,2099,1,1730
506578,41094,2099,1,1730
506580,47856,2099,1,1730
506588,58086,2099,1,1730
506591,66416,2099,1,1730
506592,65055,2099,1,1730
506593,65674,2099,1,1730
506838,4958,2100,33,1731
506839,9716,2100,33,1731
506840,14474,2100,33,1731
506841,19232,2100,33,1731
506848,19691,2100,33,1731
506854,21488,2100,33,1731
506857,24067,2100,33,1731
506858,26265,2100,33,1731
506859,28472,2100,33,1731
506867,21196,2100,33,1731
506872,29963,2100,33,1731
506875,21583,2100,33,1731
506876,23770,2100,33,1731
506883,28113,2100,33,1731
506885,26208,2100,33,1731
506886,20656,2100,33,1731
506890,24510,2100,33,1731
506895,35594,2100,33,1731
506897,27230,2100,33,1731
506900,27222,2100,33,1731
506903,27275,2100,33,1731
506908,31905,2100,33,1731
506914,20759,2100,33,1731
506915,14638,2100,33,1731
506916,16168,2100,33,1731
506920,17060,2100,33,1731
506926,18857,2100,33,1731
506929,21436,2100,33,1731
410191,35045,1691,21,1397
410199,21997,1691,21,1397
410201,10659,1691,21,1397
410202,21108,1691,21,1397
410206,38984,1691,21,1397
410219,53676,1691,21,1397
410222,37816,1691,21,1397
410224,27100,1691,21,1397
410227,23899,1691,21,1397
410238,24287,1691,21,1397
410239,22082,1691,21,1397
410241,25764,1691,21,1397
410242,26064,1691,21,1397
410245,25458,1691,21,1397
410250,28566,1691,21,1397
410794,32773,1693,45,1399
410795,28213,1693,45,1399
410796,8956,1693,45,1399
410799,13092,1693,45,1399
410801,26670,1693,45,1399
410809,20148,1693,45,1399
410811,26067,1693,45,1399
410816,33948,1693,45,1399
410817,35401,1693,45,1399
410819,28255,1693,45,1399
410830,32760,1693,45,1399
410832,8598,1693,45,1399
410837,26312,1693,45,1399
410838,31558,1693,45,1399
410845,20435,1693,45,1399
410847,23549,1693,45,1399
410848,28224,1693,45,1399
410849,34103,1693,45,1399
410850,29400,1693,45,1399
410851,30542,1693,45,1399
410852,32335,1693,45,1399
410853,29143,1693,45,1399
410865,46852,1693,45,1399
410866,41108,1693,45,1399
410867,40909,1693,45,1399
410870,20879,1693,45,1399
410874,38506,1693,45,1399
410883,32242,1693,45,1399
410886,38093,1693,45,1399
410887,39235,1693,45,1399
410891,37051,1693,45,1399
410903,27868,1693,45,1399
410905,12918,1693,45,1399
410911,28060,1693,45,1399
410912,34407,1693,45,1399
410913,35279,1693,45,1399
410914,37131,1693,45,1399
410927,23997,1693,45,1399
411283,20850,1696,1,1401
411292,30086,1696,1,1401
411293,33364,1696,1,1401
411297,34678,1696,1,1401
411299,34378,1696,1,1401
411301,38098,1696,1,1401
411303,37422,1696,1,1401
411305,35130,1696,1,1401
411306,35935,1696,1,1401
411316,46761,1696,1,1401
411318,48867,1696,1,1401
411323,40464,1696,1,1401
411324,42745,1696,1,1401
411325,44236,1696,1,1401
411330,47003,1696,1,1401
411333,49493,1696,1,1401
411334,43026,1696,1,1401
411335,45883,1696,1,1401
411337,47857,1696,1,1401
411339,36402,1696,1,1401
411340,40906,1696,1,1401
411357,26674,1696,1,1401
411358,20452,1696,1,1401
411359,23107,1696,1,1401
411360,26974,1696,1,1401
411363,25471,1696,1,1401
411364,27623,1696,1,1401
411366,33495,1696,1,1401
142375,35208,574,1,477
142378,39227,574,1,477
142379,36113,574,1,477
142384,35680,574,1,477
142389,33858,574,1,477
142390,36512,574,1,477
142393,29043,574,1,477
1423997,19750,5858,52,4851
142400,42465,574,1,477
1424002,10898,5858,52,4851
1424006,18902,5858,52,4851
142401,48758,574,1,477
1424012,64480,5858,52,4851
1424016,28025,5858,52,4851
1424032,55486,5858,52,4851
1424036,26041,5858,52,4851
1424039,38196,5858,52,4851
1424045,10321,5858,52,4851
1424047,83657,5858,52,4851
1424049,19931,5858,52,4851
142405,43920,574,1,477
1424053,42892,5858,52,4851
1424055,60163,5858,52,4851
1424057,42392,5858,52,4851
1424059,71446,5858,52,4851
142407,52523,574,1,477
142410,49741,574,1,477
142412,46722,574,1,477
142413,32099,574,1,477
142414,34966,574,1,477
142415,39666,574,1,477
142416,30737,574,1,477
142417,37799,574,1,477
142420,39718,574,1,477
142422,33009,574,1,477
142427,23888,574,1,477
142428,19404,574,1,477
1424284,26168,5860,47,4852
1424287,27139,5860,47,4852
1424288,12344,5860,47,4852
1424290,27233,5860,47,4852
1424292,31436,5860,47,4852
1424293,27890,5860,47,4852
1424294,23290,5860,47,4852
1424298,14074,5860,47,4852
1424301,16637,5860,47,4852
1424303,12214,5860,47,4852
142431,26642,574,1,477
1424313,18169,5860,47,4852
1424314,18412,5860,47,4852
1424317,24563,5860,47,4852
1424319,15703,5860,47,4852
598407,31216,2473,20,2037
598410,24293,2473,20,2037
598411,22270,2473,20,2037
598414,22489,2473,20,2037
598418,22179,2473,20,2037
598420,26107,2473,20,2037
598422,26544,2473,20,2037
598424,20604,2473,20,2037
598429,28526,2473,20,2037
598430,22703,2473,20,2037
598431,24874,2473,20,2037
598434,31418,2473,20,2037
598435,30757,2473,20,2037
598442,31453,2473,20,2037
598446,30610,2473,20,2037
598447,22721,2473,20,2037
598449,30089,2473,20,2037
598450,26668,2473,20,2037
598454,27789,2473,20,2037
598455,27001,2473,20,2037
598457,22828,2473,20,2037
598461,27660,2473,20,2037
598464,30926,2473,20,2037
598816,27897,2474,42,2038
598818,29345,2474,42,2038
598824,27528,2474,42,2038
598830,28173,2474,42,2038
598831,27869,2474,42,2038
598836,28970,2474,42,2038
598838,21468,2474,42,2038
598841,26406,2474,42,2038
598842,26923,2474,42,2038
598843,33075,2474,42,2038
598844,32217,2474,42,2038
598848,30248,2474,42,2038
598850,31746,2474,42,2038
598852,30117,2474,42,2038
598856,32244,2474,42,2038
598860,35763,2474,42,2038
598862,37584,2474,42,2038
598866,34033,2474,42,2038
598869,33962,2474,42,2038
598892,28795,2474,42,2038
1080844,30039,4451,50,3691
1080845,30300,4451,50,3691
1080848,31587,4451,50,3691
1080849,30753,4451,50,3691
1080852,34422,4451,50,3691
1080854,35880,4451,50,3691
1080855,28416,4451,50,3691
1080857,29439,4451,50,3691
1080870,27270,4451,50,3691
1080878,30057,4451,50,3691
1080879,30823,4451,50,3691
1080881,25796,4451,50,3691
1080885,27323,4451,50,3691
1080886,27180,4451,50,3691
1080891,22455,4451,50,3691
1080894,21760,4451,50,3691
1080901,22439,4451,50,3691
1080902,25771,4451,50,3691
1080905,27672,4451,50,3691
1080918,28196,4451,50,3691
1080922,29654,4451,50,3691
1080923,31278,4451,50,3691
1080935,18400,4451,50,3691
1080939,19282,4451,50,3691
1080945,25042,4451,50,3691
1080946,23810,4451,50,3691
1080947,25411,4451,50,3691
1080950,26790,4451,50,3691
1080955,28137,4451,50,3691
1080959,24007,4451,50,3691
1080961,21412,4451,50,3691
1080963,19188,4451,50,3691
1080964,22521,4451,50,3691
1080965,19263,4451,50,3691
1080971,23203,4451,50,3691
1080973,19172,4451,50,3691
1080974,22504,4451,50,3691
1080976,21066,4451,50,3691
1080977,24405,4451,50,3691
108098,58445,445,1,366
1081,15621,6,12,4
108100,55044,445,1,366
224350,33516,914,1,764
224358,30530,914,1,764
224362,25003,914,1,764
224365,31329,914,1,764
224367,30090,914,1,764
224370,32460,914,1,764
224372,32132,914,1,764
